"Sr. No.","State","Work","Work ID","IDA","Hon'ble Members of Parliament","Constituency","Expenditure Date","Vendor Name","Payment Status","Fund Disbursed Amount ( ₹ )"
"80637","Uttar Pradesh","Lighting of public spaces","WS/MP18352/2025-2026/242345","MAU(DISTRICT MAGISTRATE MAU_IDA)","RAJEEV RAI","GHOSI","03-Jul-2026","HIDAYA QIRAT ENTERPRISES","Payment Success","159055"
"80638","Uttar Pradesh","Lighting of public spaces","WS/MP18352/2025-2026/242344","MAU(DISTRICT MAGISTRATE MAU_IDA)","RAJEEV RAI","GHOSI","03-Jul-2026","HIDAYA QIRAT ENTERPRISES","Payment Success","159055"
"80639","Telangana","Street lights","WS/MP18338/2024-2025/153032","NALGONDA(DISTRICT COLLECTOR NALGONDA)","CHAMALA KIRAN KUMAR REDDY","BHONGIR","01-May-2025","PANNALA NALINI","Payment Success","162068"
"80640","Telangana","Street lights","WS/MP18338/2024-2025/153013","NALGONDA(DISTRICT COLLECTOR NALGONDA)","CHAMALA KIRAN KUMAR REDDY","BHONGIR","04-Apr-2025","PANNALA NALINI","Payment Success","200000"
"80641","Telangana","Street lights","WS/MP18338/2024-2025/153010","NALGONDA(DISTRICT COLLECTOR NALGONDA)","CHAMALA KIRAN KUMAR REDDY","BHONGIR","04-Apr-2025","PANNALA NALINI","Payment Success","200000"
"80642","Telangana","Street lights","WS/MP18338/2024-2025/153009","NALGONDA(DISTRICT COLLECTOR NALGONDA)","CHAMALA KIRAN KUMAR REDDY","BHONGIR","04-Apr-2025","PANNALA NALINI","Payment Success","300000"
"80643","Telangana","Street lights","WS/MP18338/2024-2025/153008","NALGONDA(DISTRICT COLLECTOR NALGONDA)","CHAMALA KIRAN KUMAR REDDY","BHONGIR","04-Apr-2025","PANNALA NALINI","Payment Success","400000"
"80644","Telangana","Street lights","WS/MP18338/2024-2025/153024","NALGONDA(DISTRICT COLLECTOR NALGONDA)","CHAMALA KIRAN KUMAR REDDY","BHONGIR","02-Apr-2025","PANNALA NALINI","Payment Success","99154"
"80645","Telangana","Street lights","WS/MP18338/2024-2025/153014","NALGONDA(DISTRICT COLLECTOR NALGONDA)","CHAMALA KIRAN KUMAR REDDY","BHONGIR","02-Apr-2025","PANNALA NALINI","Payment Success","400000"
"80646","Telangana","Street lights","WS/MP18338/2024-2025/153017","NALGONDA(DISTRICT COLLECTOR NALGONDA)","CHAMALA KIRAN KUMAR REDDY","BHONGIR","02-Apr-2025","PANNALA NALINI","Payment Success","300000"
"80647","Telangana","Street lights","WS/MP18338/2024-2025/153022","NALGONDA(DISTRICT COLLECTOR NALGONDA)","CHAMALA KIRAN KUMAR REDDY","BHONGIR","02-Apr-2025","PANNALA NALINI","Payment Success","200000"
"80648","Telangana","Street lights","WS/MP18338/2024-2025/153015","NALGONDA(DISTRICT COLLECTOR NALGONDA)","CHAMALA KIRAN KUMAR REDDY","BHONGIR","02-Apr-2025","PANNALA NALINI","Payment Success","300000"
"80649","Telangana","Street lights","WS/MP18338/2024-2025/153018","NALGONDA(DISTRICT COLLECTOR NALGONDA)","CHAMALA KIRAN KUMAR REDDY","BHONGIR","02-Apr-2025","PANNALA NALINI","Payment Success","300000"
"80650","Telangana","Street lights","WS/MP18338/2024-2025/153016","NALGONDA(DISTRICT COLLECTOR NALGONDA)","CHAMALA KIRAN KUMAR REDDY","BHONGIR","02-Apr-2025","PANNALA NALINI","Payment Success","149779"
"80651","Telangana","Street lights","WS/MP18338/2024-2025/153021","NALGONDA(DISTRICT COLLECTOR NALGONDA)","CHAMALA KIRAN KUMAR REDDY","BHONGIR","02-Apr-2025","PANNALA NALINI","Payment Success","149779"
"80652","Telangana","Lighting of public spaces","WS/MP18338/2025-2026/183159","NALGONDA(DISTRICT COLLECTOR NALGONDA)","CHAMALA KIRAN KUMAR REDDY","BHONGIR","10-Jun-2025","PANNALA NALINI","Payment Success","164606"
"80653","Telangana","Street lights","WS/MP18338/2024-2025/161904","NALGONDA(DISTRICT COLLECTOR NALGONDA)","CHAMALA KIRAN KUMAR REDDY","BHONGIR","04-Apr-2025","PANNALA NALINI","Payment Success","300000"
"80654","Telangana","Street lights","WS/MP18338/2024-2025/161903","NALGONDA(DISTRICT COLLECTOR NALGONDA)","CHAMALA KIRAN KUMAR REDDY","BHONGIR","04-Apr-2025","PANNALA NALINI","Payment Success","200000"
"80655","Telangana","Street lights","WS/MP18338/2024-2025/161902","NALGONDA(DISTRICT COLLECTOR NALGONDA)","CHAMALA KIRAN KUMAR REDDY","BHONGIR","04-Apr-2025","PANNALA NALINI","Payment Success","200000"
"80656","Telangana","Street lights","WS/MP18338/2024-2025/161901","NALGONDA(DISTRICT COLLECTOR NALGONDA)","CHAMALA KIRAN KUMAR REDDY","BHONGIR","04-Apr-2025","PANNALA NALINI","Payment Success","200000"
"80657","Telangana","Street lights","WS/MP18338/2024-2025/161898","NALGONDA(DISTRICT COLLECTOR NALGONDA)","CHAMALA KIRAN KUMAR REDDY","BHONGIR","04-Apr-2025","PANNALA NALINI","Payment Success","200000"
"80658","Telangana","Street lights","WS/MP18338/2024-2025/161899","NALGONDA(DISTRICT COLLECTOR NALGONDA)","CHAMALA KIRAN KUMAR REDDY","BHONGIR","04-Apr-2025","PANNALA NALINI","Payment Success","200000"
"80659","Telangana","Lighting of public spaces","WS/MP18338/2024-2025/161896","NALGONDA(DISTRICT COLLECTOR NALGONDA)","CHAMALA KIRAN KUMAR REDDY","BHONGIR","04-Apr-2025","PANNALA NALINI","Payment Success","161943"
"80660","Telangana","Street lights","WS/MP18338/2024-2025/153007","NALGONDA(DISTRICT COLLECTOR NALGONDA)","CHAMALA KIRAN KUMAR REDDY","BHONGIR","04-Apr-2025","PANNALA NALINI","Payment Success","99155"
"80661","Telangana","Lighting of public spaces","WS/MP18338/2025-2026/177487","SURYAPET(DISTRICT COLLECTOR SURYAPET)","CHAMALA KIRAN KUMAR REDDY","BHONGIR","24-Jul-2025","PANNALA NALINI","Payment Success","149956"
"80662","Telangana","Lighting of public spaces","WS/MP18338/2025-2026/168263","SURYAPET(DISTRICT COLLECTOR SURYAPET)","CHAMALA KIRAN KUMAR REDDY","BHONGIR","24-Jul-2025","PANNALA NALINI","Payment Success","450000"
"80663","Telangana","Lighting of public spaces","WS/MP18338/2025-2026/168264","SURYAPET(DISTRICT COLLECTOR SURYAPET)","CHAMALA KIRAN KUMAR REDDY","BHONGIR","24-Jul-2025","PANNALA NALINI","Payment Success","149963"
"80664","Telangana","Lighting of public spaces","WS/MP18338/2025-2026/168266","SURYAPET(DISTRICT COLLECTOR SURYAPET)","CHAMALA KIRAN KUMAR REDDY","BHONGIR","24-Jul-2025","PANNALA NALINI","Payment Success","299984"
"80665","Telangana","Street lights","WS/MP18338/2025-2026/183153","SURYAPET(DISTRICT COLLECTOR SURYAPET)","CHAMALA KIRAN KUMAR REDDY","BHONGIR","13-Jun-2025","PANNALA NALINI","Payment Success","100000"
"80666","Telangana","Street lights","WS/MP18338/2024-2025/153019","NALGONDA(DISTRICT COLLECTOR NALGONDA)","CHAMALA KIRAN KUMAR REDDY","BHONGIR","03-Apr-2025","PANNALA NALINI","Payment Success","200000"
"80667","Telangana","Street lights","WS/MP18338/2024-2025/153026","NALGONDA(DISTRICT COLLECTOR NALGONDA)","CHAMALA KIRAN KUMAR REDDY","BHONGIR","03-Apr-2025","PANNALA NALINI","Payment Success","350000"
"80668","Telangana","Street lights","WS/MP18338/2024-2025/153034","NALGONDA(DISTRICT COLLECTOR NALGONDA)","CHAMALA KIRAN KUMAR REDDY","BHONGIR","03-Apr-2025","PANNALA NALINI","Payment Success","149779"
"80669","Telangana","Street lights","WS/MP18338/2024-2025/153029","NALGONDA(DISTRICT COLLECTOR NALGONDA)","CHAMALA KIRAN KUMAR REDDY","BHONGIR","03-Apr-2025","PANNALA NALINI","Payment Success","499088"
"80670","Telangana","Street lights","WS/MP18338/2024-2025/153028","NALGONDA(DISTRICT COLLECTOR NALGONDA)","CHAMALA KIRAN KUMAR REDDY","BHONGIR","04-Apr-2025","PANNALA NALINI","Payment Success","149779"
"80671","Telangana","Street lights","WS/MP18338/2024-2025/153027","NALGONDA(DISTRICT COLLECTOR NALGONDA)","CHAMALA KIRAN KUMAR REDDY","BHONGIR","04-Apr-2025","PANNALA NALINI","Payment Success","149779"
"80672","Bihar","Lighting of public spaces","WS/	 MP319/2024-2025/146152","PURNIA(DISTRICT PLANNING OFFICER PURNIA_IDA)","Dr Mohammad Jawed","KISHANGANJ","17-Jul-2025","R K Construction","Payment Success","635000"
"80673","Bihar","Lighting of public spaces","WS/	 MP319/2024-2025/146146","PURNIA(DISTRICT PLANNING OFFICER PURNIA_IDA)","Dr Mohammad Jawed","KISHANGANJ","17-Jul-2025","R K Construction","Payment Success","635000"
"80674","Bihar","Lighting of public spaces","WS/	 MP319/2024-2025/146147","PURNIA(DISTRICT PLANNING OFFICER PURNIA_IDA)","Dr Mohammad Jawed","KISHANGANJ","17-Jul-2025","R K Construction","Payment Success","635000"
"80675","Bihar","Lighting of public spaces","WS/	 MP319/2024-2025/146145","PURNIA(DISTRICT PLANNING OFFICER PURNIA_IDA)","Dr Mohammad Jawed","KISHANGANJ","17-Jul-2025","R K Construction","Payment Success","635000"
"80676","Bihar","Lighting of public spaces","WS/	 MP319/2025-2026/146140","PURNIA(DISTRICT PLANNING OFFICER PURNIA_IDA)","Dr Mohammad Jawed","KISHANGANJ","17-Jul-2025","R K Construction","Payment Success","635000"
"80677","Bihar","Lighting of public spaces","WS/	 MP319/2024-2025/146151","PURNIA(DISTRICT PLANNING OFFICER PURNIA_IDA)","Dr Mohammad Jawed","KISHANGANJ","17-Jul-2025","R K Construction","Payment Success","635000"
"80678","Bihar","Lighting of public spaces","WS/	 MP319/2024-2025/146150","PURNIA(DISTRICT PLANNING OFFICER PURNIA_IDA)","Dr Mohammad Jawed","KISHANGANJ","17-Jul-2025","R K Construction","Payment Success","635000"
"80679","Bihar","Street lights","WS/MP18041/2024-2025/143150","PURNIA(DISTRICT PLANNING OFFICER PURNIA_IDA)","RAJESH RANJAN ALIAS PAPPU YADAV","PURNEA","16-Jun-2025","R K Construction","Payment Success","850000"
"80680","Bihar","Street lights","WS/MP18041/2025-2026/143479","PURNIA(DISTRICT PLANNING OFFICER PURNIA_IDA)","RAJESH RANJAN ALIAS PAPPU YADAV","PURNEA","16-Jun-2025","R K Construction","Payment Success","850000"
"80681","Bihar","Street lights","WS/MP18041/2025-2026/143478","PURNIA(DISTRICT PLANNING OFFICER PURNIA_IDA)","RAJESH RANJAN ALIAS PAPPU YADAV","PURNEA","16-Jun-2025","R K Construction","Payment Success","850000"
"80682","Bihar","Street lights","WS/MP18041/2025-2026/143149","PURNIA(DISTRICT PLANNING OFFICER PURNIA_IDA)","RAJESH RANJAN ALIAS PAPPU YADAV","PURNEA","16-Jun-2025","R K Construction","Payment Success","850000"
"80683","Bihar","Street lights","WS/MP18041/2024-2025/143144","PURNIA(DISTRICT PLANNING OFFICER PURNIA_IDA)","RAJESH RANJAN ALIAS PAPPU YADAV","PURNEA","16-Jun-2025","R K Construction","Payment Success","850000"
"80684","Bihar","Street lights","WS/MP18041/2024-2025/143477","PURNIA(DISTRICT PLANNING OFFICER PURNIA_IDA)","RAJESH RANJAN ALIAS PAPPU YADAV","PURNEA","16-Jun-2025","R K Construction","Payment Success","850000"
"80685","Bihar","Street lights","WS/MP18041/2024-2025/143139","PURNIA(DISTRICT PLANNING OFFICER PURNIA_IDA)","RAJESH RANJAN ALIAS PAPPU YADAV","PURNEA","16-Jun-2025","R K Construction","Payment Success","850000"
"80686","Bihar","Street lights","WS/MP18041/2024-2025/143143","PURNIA(DISTRICT PLANNING OFFICER PURNIA_IDA)","RAJESH RANJAN ALIAS PAPPU YADAV","PURNEA","16-Jun-2025","R K Construction","Payment Success","850000"
"80687","Bihar","Street lights","WS/MP18041/2024-2025/143141","PURNIA(DISTRICT PLANNING OFFICER PURNIA_IDA)","RAJESH RANJAN ALIAS PAPPU YADAV","PURNEA","16-Jun-2025","R K Construction","Payment Success","850000"
"80688","Bihar","Street lights","WS/MP18041/2024-2025/143140","PURNIA(DISTRICT PLANNING OFFICER PURNIA_IDA)","RAJESH RANJAN ALIAS PAPPU YADAV","PURNEA","16-Jun-2025","R K Construction","Payment Success","850000"
"80689","Bihar","Street lights","WS/MP18041/2024-2025/143148","PURNIA(DISTRICT PLANNING OFFICER PURNIA_IDA)","RAJESH RANJAN ALIAS PAPPU YADAV","PURNEA","16-Jun-2025","R K Construction","Payment Success","850000"
"80690","Bihar","Street lights","WS/MP18041/2024-2025/143128","PURNIA(DISTRICT PLANNING OFFICER PURNIA_IDA)","RAJESH RANJAN ALIAS PAPPU YADAV","PURNEA","16-Jun-2025","R K Construction","Payment Success","850000"
"80691","Bihar","Street lights","WS/MP18041/2024-2025/143127","PURNIA(DISTRICT PLANNING OFFICER PURNIA_IDA)","RAJESH RANJAN ALIAS PAPPU YADAV","PURNEA","16-Jun-2025","R K Construction","Payment Success","850000"
"80692","Bihar","Street lights","WS/MP18041/2024-2025/143147","PURNIA(DISTRICT PLANNING OFFICER PURNIA_IDA)","RAJESH RANJAN ALIAS PAPPU YADAV","PURNEA","15-Jul-2025","R K Construction","Payment Success","850000"
"80693","Bihar","Street lights","WS/MP18041/2024-2025/143142","PURNIA(DISTRICT PLANNING OFFICER PURNIA_IDA)","RAJESH RANJAN ALIAS PAPPU YADAV","PURNEA","15-Jul-2025","R K Construction","Payment Success","850000"
"80694","Bihar","Street lights","WS/MP18041/2024-2025/143129","PURNIA(DISTRICT PLANNING OFFICER PURNIA_IDA)","RAJESH RANJAN ALIAS PAPPU YADAV","PURNEA","18-Feb-2025","R K Construction","Payment Success","850000"
"80695","Bihar","Street lights","WS/MP18041/2024-2025/143126","PURNIA(DISTRICT PLANNING OFFICER PURNIA_IDA)","RAJESH RANJAN ALIAS PAPPU YADAV","PURNEA","18-Feb-2025","R K Construction","Payment Success","850000"
"80696","Bihar","Street lights","WS/MP18041/2024-2025/143091","PURNIA(DISTRICT PLANNING OFFICER PURNIA_IDA)","RAJESH RANJAN ALIAS PAPPU YADAV","PURNEA","18-Feb-2025","R K Construction","Payment Success","850000"
"80697","Bihar","Street lights","WS/MP18041/2024-2025/143092","PURNIA(DISTRICT PLANNING OFFICER PURNIA_IDA)","RAJESH RANJAN ALIAS PAPPU YADAV","PURNEA","18-Feb-2025","R K Construction","Payment Success","850000"
"80698","Bihar","Street lights","WS/MP18041/2024-2025/143093","PURNIA(DISTRICT PLANNING OFFICER PURNIA_IDA)","RAJESH RANJAN ALIAS PAPPU YADAV","PURNEA","18-Feb-2025","R K Construction","Payment Success","850000"
"80699","Bihar","Street lights","WS/MP18041/2024-2025/142796","PURNIA(DISTRICT PLANNING OFFICER PURNIA_IDA)","RAJESH RANJAN ALIAS PAPPU YADAV","PURNEA","18-Feb-2025","R K Construction","Payment Success","850000"
"80700","Bihar","Street lights","WS/MP18041/2024-2025/142797","PURNIA(DISTRICT PLANNING OFFICER PURNIA_IDA)","RAJESH RANJAN ALIAS PAPPU YADAV","PURNEA","18-Feb-2025","R K Construction","Payment Success","850000"
"80701","Bihar","Street lights","WS/MP18041/2024-2025/142733","PURNIA(DISTRICT PLANNING OFFICER PURNIA_IDA)","RAJESH RANJAN ALIAS PAPPU YADAV","PURNEA","18-Feb-2025","R K Construction","Payment Success","850000"
"80702","Bihar","Street lights","WS/MP18041/2024-2025/142795","PURNIA(DISTRICT PLANNING OFFICER PURNIA_IDA)","RAJESH RANJAN ALIAS PAPPU YADAV","PURNEA","18-Feb-2025","R K Construction","Payment Success","850000"
"80703","Bihar","Street lights","WS/MP18041/2024-2025/142800","PURNIA(DISTRICT PLANNING OFFICER PURNIA_IDA)","RAJESH RANJAN ALIAS PAPPU YADAV","PURNEA","18-Feb-2025","R K Construction","Payment Success","850000"
"80704","Bihar","Street lights","WS/MP18041/2024-2025/143094","PURNIA(DISTRICT PLANNING OFFICER PURNIA_IDA)","RAJESH RANJAN ALIAS PAPPU YADAV","PURNEA","18-Feb-2025","R K Construction","Payment Success","850000"
"80705","Bihar","Street lights","WS/MP18041/2024-2025/143095","PURNIA(DISTRICT PLANNING OFFICER PURNIA_IDA)","RAJESH RANJAN ALIAS PAPPU YADAV","PURNEA","18-Feb-2025","R K Construction","Payment Success","850000"
"80706","Bihar","Street lights","WS/MP18041/2024-2025/143123","PURNIA(DISTRICT PLANNING OFFICER PURNIA_IDA)","RAJESH RANJAN ALIAS PAPPU YADAV","PURNEA","27-Mar-2025","R K Construction","Payment Success","850000"
"80707","Bihar","Street lights","WS/MP18041/2024-2025/143125","PURNIA(DISTRICT PLANNING OFFICER PURNIA_IDA)","RAJESH RANJAN ALIAS PAPPU YADAV","PURNEA","27-Mar-2025","R K Construction","Payment Success","850000"
"80708","Bihar","Street lights","WS/MP18041/2024-2025/142798","PURNIA(DISTRICT PLANNING OFFICER PURNIA_IDA)","RAJESH RANJAN ALIAS PAPPU YADAV","PURNEA","27-Mar-2025","R K Construction","Payment Success","850000"
"80709","Bihar","Street lights","WS/MP18041/2024-2025/143087","PURNIA(DISTRICT PLANNING OFFICER PURNIA_IDA)","RAJESH RANJAN ALIAS PAPPU YADAV","PURNEA","27-Mar-2025","R K Construction","Payment Success","3400000"
"80710","Bihar","Street lights","WS/MP18041/2024-2025/143121","PURNIA(DISTRICT PLANNING OFFICER PURNIA_IDA)","RAJESH RANJAN ALIAS PAPPU YADAV","PURNEA","27-Mar-2025","R K Construction","Payment Success","850000"
"80711","Bihar","Street lights","WS/MP18041/2024-2025/143122","PURNIA(DISTRICT PLANNING OFFICER PURNIA_IDA)","RAJESH RANJAN ALIAS PAPPU YADAV","PURNEA","27-Mar-2025","R K Construction","Payment Success","850000"
"80712","Bihar","Street lights","WS/MP18041/2024-2025/143120","PURNIA(DISTRICT PLANNING OFFICER PURNIA_IDA)","RAJESH RANJAN ALIAS PAPPU YADAV","PURNEA","27-Mar-2025","R K Construction","Payment Success","850000"
"80713","Bihar","Street lights","WS/MP18041/2024-2025/143096","PURNIA(DISTRICT PLANNING OFFICER PURNIA_IDA)","RAJESH RANJAN ALIAS PAPPU YADAV","PURNEA","27-Mar-2025","R K Construction","Payment Success","850000"
"80714","Bihar","Street lights","WS/MP18041/2024-2025/142799","PURNIA(DISTRICT PLANNING OFFICER PURNIA_IDA)","RAJESH RANJAN ALIAS PAPPU YADAV","PURNEA","27-Mar-2025","R K Construction","Payment Success","850000"
"80715","Bihar","Street lights","WS/MP18041/2024-2025/143089","PURNIA(DISTRICT PLANNING OFFICER PURNIA_IDA)","RAJESH RANJAN ALIAS PAPPU YADAV","PURNEA","05-May-2025","R K Construction","Payment Success","850000"
"80716","Bihar","Street lights","WS/MP18041/2024-2025/143088","PURNIA(DISTRICT PLANNING OFFICER PURNIA_IDA)","RAJESH RANJAN ALIAS PAPPU YADAV","PURNEA","05-May-2025","R K Construction","Payment Success","850000"
"80717","Bihar","Street lights","WS/MP18041/2024-2025/143090","PURNIA(DISTRICT PLANNING OFFICER PURNIA_IDA)","RAJESH RANJAN ALIAS PAPPU YADAV","PURNEA","05-May-2025","R K Construction","Payment Success","850000"
"80718","Bihar","Street lights","WS/MP18041/2024-2025/143124","PURNIA(DISTRICT PLANNING OFFICER PURNIA_IDA)","RAJESH RANJAN ALIAS PAPPU YADAV","PURNEA","05-May-2025","R K Construction","Payment Success","850000"
"80719","Bihar","Lighting of public spaces","WS/	 MP319/2024-2025/146143","PURNIA(DISTRICT PLANNING OFFICER PURNIA_IDA)","Dr Mohammad Jawed","KISHANGANJ","10-May-2025","R K Construction","Payment Success","635000"
"80720","Bihar","Lighting of public spaces","WS/	 MP319/2024-2025/146142","PURNIA(DISTRICT PLANNING OFFICER PURNIA_IDA)","Dr Mohammad Jawed","KISHANGANJ","10-May-2025","R K Construction","Payment Success","635000"
"80721","Bihar","Lighting of public spaces","WS/	 MP319/2024-2025/146141","PURNIA(DISTRICT PLANNING OFFICER PURNIA_IDA)","Dr Mohammad Jawed","KISHANGANJ","10-May-2025","R K Construction","Payment Success","635000"
"80722","Bihar","Lighting of public spaces","WS/	 MP319/2024-2025/146139","PURNIA(DISTRICT PLANNING OFFICER PURNIA_IDA)","Dr Mohammad Jawed","KISHANGANJ","10-May-2025","R K Construction","Payment Success","635000"
"80723","Bihar","Lighting of public spaces","WS/	 MP319/2024-2025/146131","PURNIA(DISTRICT PLANNING OFFICER PURNIA_IDA)","Dr Mohammad Jawed","KISHANGANJ","10-May-2025","R K Construction","Payment Success","635000"
"80724","Bihar","Lighting of public spaces","WS/	 MP319/2024-2025/146130","PURNIA(DISTRICT PLANNING OFFICER PURNIA_IDA)","Dr Mohammad Jawed","KISHANGANJ","10-May-2025","R K Construction","Payment Success","635000"
"80725","Bihar","Lighting of public spaces","WS/	 MP319/2024-2025/146129","PURNIA(DISTRICT PLANNING OFFICER PURNIA_IDA)","Dr Mohammad Jawed","KISHANGANJ","10-May-2025","R K Construction","Payment Success","635000"
"80726","Bihar","Lighting of public spaces","WS/	 MP319/2024-2025/146127","PURNIA(DISTRICT PLANNING OFFICER PURNIA_IDA)","Dr Mohammad Jawed","KISHANGANJ","10-May-2025","R K Construction","Payment Success","635000"
"80727","Bihar","Lighting of public spaces","WS/	 MP319/2025-2026/220648","PURNIA(DISTRICT PLANNING OFFICER PURNIA_IDA)","Dr Mohammad Jawed","KISHANGANJ","10-Jul-2026","R K Construction","Payment Success","640000"
"80728","Bihar","Lighting of public spaces","WS/	 MP319/2025-2026/220657","PURNIA(DISTRICT PLANNING OFFICER PURNIA_IDA)","Dr Mohammad Jawed","KISHANGANJ","10-Jul-2026","R K Construction","Payment Success","640000"
"80729","Bihar","Lighting of public spaces","WS/	 MP319/2025-2026/220655","PURNIA(DISTRICT PLANNING OFFICER PURNIA_IDA)","Dr Mohammad Jawed","KISHANGANJ","08-Jul-2026","R K Construction","Payment Success","640000"
"80730","Bihar","Lighting of public spaces","WS/	 MP319/2025-2026/220654","PURNIA(DISTRICT PLANNING OFFICER PURNIA_IDA)","Dr Mohammad Jawed","KISHANGANJ","08-Jul-2026","R K Construction","Payment Success","640000"
"80731","Bihar","Lighting of public spaces","WS/	 MP319/2025-2026/220653","PURNIA(DISTRICT PLANNING OFFICER PURNIA_IDA)","Dr Mohammad Jawed","KISHANGANJ","08-Jul-2026","R K Construction","Payment Success","640000"
"80732","Bihar","Lighting of public spaces","WS/	 MP319/2025-2026/220650","PURNIA(DISTRICT PLANNING OFFICER PURNIA_IDA)","Dr Mohammad Jawed","KISHANGANJ","08-Jul-2026","R K Construction","Payment Success","640000"
"80733","Bihar","Lighting of public spaces","WS/	 MP319/2026-2027/220656","PURNIA(DISTRICT PLANNING OFFICER PURNIA_IDA)","Dr Mohammad Jawed","KISHANGANJ","08-Jul-2026","R K Construction","Payment Success","640000"
"80734","Bihar","Lighting of public spaces","WS/	 MP319/2026-2027/220647","PURNIA(DISTRICT PLANNING OFFICER PURNIA_IDA)","Dr Mohammad Jawed","KISHANGANJ","08-Jul-2026","R K Construction","Payment Success","640000"
"80735","Bihar","Lighting of public spaces","WS/	 MP319/2025-2026/220686","PURNIA(DISTRICT PLANNING OFFICER PURNIA_IDA)","Dr Mohammad Jawed","KISHANGANJ","01-Apr-2026","R K Construction","Payment Success","640000"
"80736","Bihar","Lighting of public spaces","WS/	 MP319/2025-2026/220664","PURNIA(DISTRICT PLANNING OFFICER PURNIA_IDA)","Dr Mohammad Jawed","KISHANGANJ","01-Apr-2026","R K Construction","Payment Success","640000"
